nsn,candidate_mpn,manufacturer,digikey_pn,attribute_name,raw_name,raw_value,value_num,value_min,value_max,uom,value_text,parse_status,source
5999-01-129-4193,10-04-1720-1298,Parker Chomerics,1944-10-04-1720-1298-DS-ND,length,Length,Enter Number of Feet in Order Quantity,,,,,ENTERNUMBEROFFEETINORDERQUANTITY,text,digikey
5999-01-129-4193,10-04-1720-1298,Parker Chomerics,1944-10-04-1720-1298-DS-ND,width,Width,"0.103"" (2.62mm)",,,,,0103262MM,text,digikey
5999-01-129-4193,10-04-1720-1298,Parker Chomerics,1944-10-04-1720-1298-DS-ND,thickness_overall,Thickness - Overall,-,,,,,,empty,digikey
5999-01-129-4193,10-04-1720-1298,Parker Chomerics,1944-10-04-1720-1298-DS-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-1720-1298,Parker Chomerics,1944-10-04-1720-1298-DS-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-1720-1298,Parker Chomerics,1944-10-04-1720-1298-DS-ND,adhesive,Adhesive,-,,,,,,empty,digikey
5999-01-129-4193,10-04-1720-1298,Parker Chomerics,1944-10-04-1720-1298-DS-ND,material,Material,Fluorosilicone Elastomer Ag/Al,,,,,FLUOROSILICONEELASTOMERAGAL,text,digikey
5999-01-129-4193,10-04-1720-1298,Parker Chomerics,1944-10-04-1720-1298-DS-ND,grade,Grade,-,,,,,,empty,digikey
5999-01-129-4193,10-04-1720-1298,Parker Chomerics,1944-10-04-1720-1298-DS-ND,qualification,Qualification,-,,,,,,empty,digikey
5999-01-129-4193,10-04-2657-1298,Parker Chomerics,1944-10-04-2657-1298-DS-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,10-04-2657-1298,Parker Chomerics,1944-10-04-2657-1298-DS-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,10-04-2657-1298,Parker Chomerics,1944-10-04-2657-1298-DS-ND,length,Length,Enter Number of Feet in Order Quantity,,,,,ENTERNUMBEROFFEETINORDERQUANTITY,text,digikey
5999-01-129-4193,10-04-2657-1298,Parker Chomerics,1944-10-04-2657-1298-DS-ND,width,Width,"0.080"" (2.03mm)",,,,,0080203MM,text,digikey
5999-01-129-4193,10-04-2657-1298,Parker Chomerics,1944-10-04-2657-1298-DS-ND,thickness_overall,Thickness - Overall,-,,,,,,empty,digikey
5999-01-129-4193,10-04-2657-1298,Parker Chomerics,1944-10-04-2657-1298-DS-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-2657-1298,Parker Chomerics,1944-10-04-2657-1298-DS-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-2657-1298,Parker Chomerics,1944-10-04-2657-1298-DS-ND,adhesive,Adhesive,-,,,,,,empty,digikey
5999-01-129-4193,10-04-2657-1298,Parker Chomerics,1944-10-04-2657-1298-DS-ND,material,Material,Fluorosilicone Elastomer Ag/Al,,,,,FLUOROSILICONEELASTOMERAGAL,text,digikey
5999-01-129-4193,10-04-2737-1298,Parker Chomerics,1944-10-04-2737-1298-DS-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,10-04-2737-1298,Parker Chomerics,1944-10-04-2737-1298-DS-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,10-04-2737-1298,Parker Chomerics,1944-10-04-2737-1298-DS-ND,length,Length,Enter Number of Feet in Order Quantity,,,,,ENTERNUMBEROFFEETINORDERQUANTITY,text,digikey
5999-01-129-4193,10-04-2737-1298,Parker Chomerics,1944-10-04-2737-1298-DS-ND,width,Width,"0.250"" (6.35mm)",,,,,0250635MM,text,digikey
5999-01-129-4193,10-04-2737-1298,Parker Chomerics,1944-10-04-2737-1298-DS-ND,thickness_overall,Thickness - Overall,-,,,,,,empty,digikey
5999-01-129-4193,10-04-2737-1298,Parker Chomerics,1944-10-04-2737-1298-DS-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-2737-1298,Parker Chomerics,1944-10-04-2737-1298-DS-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-2737-1298,Parker Chomerics,1944-10-04-2737-1298-DS-ND,adhesive,Adhesive,-,,,,,,empty,digikey
5999-01-129-4193,10-04-2737-1298,Parker Chomerics,1944-10-04-2737-1298-DS-ND,material,Material,Fluorosilicone Elastomer Ag/Al,,,,,FLUOROSILICONEELASTOMERAGAL,text,digikey
5999-01-129-4193,10-04-2865-1298,Parker Chomerics,1944-10-04-2865-1298-DS-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,10-04-2865-1298,Parker Chomerics,1944-10-04-2865-1298-DS-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,10-04-2865-1298,Parker Chomerics,1944-10-04-2865-1298-DS-ND,length,Length,Enter Number of Feet in Order Quantity,,,,,ENTERNUMBEROFFEETINORDERQUANTITY,text,digikey
5999-01-129-4193,10-04-2865-1298,Parker Chomerics,1944-10-04-2865-1298-DS-ND,width,Width,"0.093"" (2.36mm)",,,,,0093236MM,text,digikey
5999-01-129-4193,10-04-2865-1298,Parker Chomerics,1944-10-04-2865-1298-DS-ND,thickness_overall,Thickness - Overall,-,,,,,,empty,digikey
5999-01-129-4193,10-04-2865-1298,Parker Chomerics,1944-10-04-2865-1298-DS-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-2865-1298,Parker Chomerics,1944-10-04-2865-1298-DS-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-2865-1298,Parker Chomerics,1944-10-04-2865-1298-DS-ND,adhesive,Adhesive,-,,,,,,empty,digikey
5999-01-129-4193,10-04-2865-1298,Parker Chomerics,1944-10-04-2865-1298-DS-ND,material,Material,Fluorosilicone Elastomer Ag/Al,,,,,FLUOROSILICONEELASTOMERAGAL,text,digikey
5999-01-129-4193,10-04-6386-1298,Parker Chomerics,1944-10-04-6386-1298-DS-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,10-04-6386-1298,Parker Chomerics,1944-10-04-6386-1298-DS-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,10-04-6386-1298,Parker Chomerics,1944-10-04-6386-1298-DS-ND,length,Length,Enter Number of Feet in Order Quantity,,,,,ENTERNUMBEROFFEETINORDERQUANTITY,text,digikey
5999-01-129-4193,10-04-6386-1298,Parker Chomerics,1944-10-04-6386-1298-DS-ND,width,Width,"0.040"" (1.02mm)",,,,,0040102MM,text,digikey
5999-01-129-4193,10-04-6386-1298,Parker Chomerics,1944-10-04-6386-1298-DS-ND,thickness_overall,Thickness - Overall,-,,,,,,empty,digikey
5999-01-129-4193,10-04-6386-1298,Parker Chomerics,1944-10-04-6386-1298-DS-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-6386-1298,Parker Chomerics,1944-10-04-6386-1298-DS-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-6386-1298,Parker Chomerics,1944-10-04-6386-1298-DS-ND,adhesive,Adhesive,-,,,,,,empty,digikey
5999-01-129-4193,10-04-6386-1298,Parker Chomerics,1944-10-04-6386-1298-DS-ND,material,Material,Fluorosilicone Elastomer Ag/Al,,,,,FLUOROSILICONEELASTOMERAGAL,text,digikey
5999-01-129-4193,10-04-8363-1298,Parker Chomerics,1944-10-04-8363-1298-DS-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,10-04-8363-1298,Parker Chomerics,1944-10-04-8363-1298-DS-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,10-04-8363-1298,Parker Chomerics,1944-10-04-8363-1298-DS-ND,length,Length,Enter Number of Feet in Order Quantity,,,,,ENTERNUMBEROFFEETINORDERQUANTITY,text,digikey
5999-01-129-4193,10-04-8363-1298,Parker Chomerics,1944-10-04-8363-1298-DS-ND,width,Width,"0.103"" (2.62mm)",,,,,0103262MM,text,digikey
5999-01-129-4193,10-04-8363-1298,Parker Chomerics,1944-10-04-8363-1298-DS-ND,thickness_overall,Thickness - Overall,-,,,,,,empty,digikey
5999-01-129-4193,10-04-8363-1298,Parker Chomerics,1944-10-04-8363-1298-DS-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-8363-1298,Parker Chomerics,1944-10-04-8363-1298-DS-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-8363-1298,Parker Chomerics,1944-10-04-8363-1298-DS-ND,adhesive,Adhesive,-,,,,,,empty,digikey
5999-01-129-4193,10-04-8363-1298,Parker Chomerics,1944-10-04-8363-1298-DS-ND,material,Material,Fluorosilicone Elastomer Ag/Al,,,,,FLUOROSILICONEELASTOMERAGAL,text,digikey
5999-01-129-4193,10-04-8817-1298,Parker Chomerics,1944-10-04-8817-1298-DS-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,10-04-8817-1298,Parker Chomerics,1944-10-04-8817-1298-DS-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,10-04-8817-1298,Parker Chomerics,1944-10-04-8817-1298-DS-ND,length,Length,Enter Number of Feet in Order Quantity,,,,,ENTERNUMBEROFFEETINORDERQUANTITY,text,digikey
5999-01-129-4193,10-04-8817-1298,Parker Chomerics,1944-10-04-8817-1298-DS-ND,width,Width,"0.125"" (3.17mm)",,,,,0125317MM,text,digikey
5999-01-129-4193,10-04-8817-1298,Parker Chomerics,1944-10-04-8817-1298-DS-ND,thickness_overall,Thickness - Overall,-,,,,,,empty,digikey
5999-01-129-4193,10-04-8817-1298,Parker Chomerics,1944-10-04-8817-1298-DS-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-8817-1298,Parker Chomerics,1944-10-04-8817-1298-DS-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-8817-1298,Parker Chomerics,1944-10-04-8817-1298-DS-ND,adhesive,Adhesive,-,,,,,,empty,digikey
5999-01-129-4193,10-04-8817-1298,Parker Chomerics,1944-10-04-8817-1298-DS-ND,material,Material,Fluorosilicone Elastomer Ag/Al,,,,,FLUOROSILICONEELASTOMERAGAL,text,digikey
5999-01-129-4193,10-04-9732-1298,Parker Chomerics,1944-10-04-9732-1298-DS-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,10-04-9732-1298,Parker Chomerics,1944-10-04-9732-1298-DS-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,10-04-9732-1298,Parker Chomerics,1944-10-04-9732-1298-DS-ND,length,Length,Enter Number of Feet in Order Quantity,,,,,ENTERNUMBEROFFEETINORDERQUANTITY,text,digikey
5999-01-129-4193,10-04-9732-1298,Parker Chomerics,1944-10-04-9732-1298-DS-ND,width,Width,"0.156"" (3.96mm)",,,,,0156396MM,text,digikey
5999-01-129-4193,10-04-9732-1298,Parker Chomerics,1944-10-04-9732-1298-DS-ND,thickness_overall,Thickness - Overall,-,,,,,,empty,digikey
5999-01-129-4193,10-04-9732-1298,Parker Chomerics,1944-10-04-9732-1298-DS-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-9732-1298,Parker Chomerics,1944-10-04-9732-1298-DS-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-9732-1298,Parker Chomerics,1944-10-04-9732-1298-DS-ND,adhesive,Adhesive,-,,,,,,empty,digikey
5999-01-129-4193,10-04-9732-1298,Parker Chomerics,1944-10-04-9732-1298-DS-ND,material,Material,Fluorosilicone Elastomer Ag/Al,,,,,FLUOROSILICONEELASTOMERAGAL,text,digikey
5999-01-129-4193,10-04-W163-1298,Parker Chomerics,1944-10-04-W163-1298-DS-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,10-04-W163-1298,Parker Chomerics,1944-10-04-W163-1298-DS-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,10-04-W163-1298,Parker Chomerics,1944-10-04-W163-1298-DS-ND,length,Length,Enter Number of Feet in Order Quantity,,,,,ENTERNUMBEROFFEETINORDERQUANTITY,text,digikey
5999-01-129-4193,10-04-W163-1298,Parker Chomerics,1944-10-04-W163-1298-DS-ND,width,Width,"0.062"" (1.57mm)",,,,,0062157MM,text,digikey
5999-01-129-4193,10-04-W163-1298,Parker Chomerics,1944-10-04-W163-1298-DS-ND,thickness_overall,Thickness - Overall,-,,,,,,empty,digikey
5999-01-129-4193,10-04-W163-1298,Parker Chomerics,1944-10-04-W163-1298-DS-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-W163-1298,Parker Chomerics,1944-10-04-W163-1298-DS-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-W163-1298,Parker Chomerics,1944-10-04-W163-1298-DS-ND,adhesive,Adhesive,-,,,,,,empty,digikey
5999-01-129-4193,10-04-W163-1298,Parker Chomerics,1944-10-04-W163-1298-DS-ND,material,Material,Fluorosilicone Elastomer Ag/Al,,,,,FLUOROSILICONEELASTOMERAGAL,text,digikey
5999-01-129-4193,10-04-W204-1298,Parker Chomerics,1944-1193-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,10-04-W204-1298,Parker Chomerics,1944-1193-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,10-04-W204-1298,Parker Chomerics,1944-1193-ND,length,Length,"12.000"" (304.80mm)",,,,,1200030480MM,text,digikey
5999-01-129-4193,10-04-W204-1298,Parker Chomerics,1944-1193-ND,width,Width,"0.125"" (3.17mm)",,,,,0125317MM,text,digikey
5999-01-129-4193,10-04-W204-1298,Parker Chomerics,1944-1193-ND,thickness_overall,Thickness - Overall,-,,,,,,empty,digikey
5999-01-129-4193,10-04-W204-1298,Parker Chomerics,1944-1193-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-W204-1298,Parker Chomerics,1944-1193-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-W204-1298,Parker Chomerics,1944-1193-ND,adhesive,Adhesive,-,,,,,,empty,digikey
5999-01-129-4193,10-04-W204-1298,Parker Chomerics,1944-1193-ND,material,Material,Fluorosilicone Elastomer Ag/Al,,,,,FLUOROSILICONEELASTOMERAGAL,text,digikey
5999-01-129-4193,10-04-W267-1298,Parker Chomerics,1944-10-04-W267-1298-DS-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,10-04-W267-1298,Parker Chomerics,1944-10-04-W267-1298-DS-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,10-04-W267-1298,Parker Chomerics,1944-10-04-W267-1298-DS-ND,length,Length,Enter Number of Feet in Order Quantity,,,,,ENTERNUMBEROFFEETINORDERQUANTITY,text,digikey
5999-01-129-4193,10-04-W267-1298,Parker Chomerics,1944-10-04-W267-1298-DS-ND,width,Width,"0.090"" (2.29mm)",,,,,0090229MM,text,digikey
5999-01-129-4193,10-04-W267-1298,Parker Chomerics,1944-10-04-W267-1298-DS-ND,thickness_overall,Thickness - Overall,-,,,,,,empty,digikey
5999-01-129-4193,10-04-W267-1298,Parker Chomerics,1944-10-04-W267-1298-DS-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-W267-1298,Parker Chomerics,1944-10-04-W267-1298-DS-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-04-W267-1298,Parker Chomerics,1944-10-04-W267-1298-DS-ND,adhesive,Adhesive,-,,,,,,empty,digikey
5999-01-129-4193,10-04-W267-1298,Parker Chomerics,1944-10-04-W267-1298-DS-ND,material,Material,Fluorosilicone Elastomer Ag/Al,,,,,FLUOROSILICONEELASTOMERAGAL,text,digikey
5999-01-129-4193,10-05-4308-1298,Parker Chomerics,1944-1198-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,10-05-4308-1298,Parker Chomerics,1944-1198-ND,shape,Shape,D-Shape,,,,,DSHAPE,text,digikey
5999-01-129-4193,10-05-4308-1298,Parker Chomerics,1944-1198-ND,length,Length,"12.000"" (304.80mm)",,,,,1200030480MM,text,digikey
5999-01-129-4193,10-05-4308-1298,Parker Chomerics,1944-1198-ND,width,Width,"0.312"" (7.92mm)",,,,,0312792MM,text,digikey
5999-01-129-4193,10-05-4308-1298,Parker Chomerics,1944-1198-ND,thickness_overall,Thickness - Overall,"0.312"" (7.92mm)",,,,,0312792MM,text,digikey
5999-01-129-4193,10-05-4308-1298,Parker Chomerics,1944-1198-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-05-4308-1298,Parker Chomerics,1944-1198-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-05-4308-1298,Parker Chomerics,1944-1198-ND,adhesive,Adhesive,-,,,,,,empty,digikey
5999-01-129-4193,10-05-4308-1298,Parker Chomerics,1944-1198-ND,material,Material,Fluorosilicone Elastomer Ag/Al,,,,,FLUOROSILICONEELASTOMERAGAL,text,digikey
5999-01-129-4193,10-05-6419-1298,Parker Chomerics,1944-1197-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,10-05-6419-1298,Parker Chomerics,1944-1197-ND,shape,Shape,D-Shape,,,,,DSHAPE,text,digikey
5999-01-129-4193,10-05-6419-1298,Parker Chomerics,1944-1197-ND,length,Length,"12.000"" (304.80mm)",,,,,1200030480MM,text,digikey
5999-01-129-4193,10-05-6419-1298,Parker Chomerics,1944-1197-ND,width,Width,"0.156"" (3.96mm)",,,,,0156396MM,text,digikey
5999-01-129-4193,10-05-6419-1298,Parker Chomerics,1944-1197-ND,thickness_overall,Thickness - Overall,"0.156"" (3.96mm)",,,,,0156396MM,text,digikey
5999-01-129-4193,10-05-6419-1298,Parker Chomerics,1944-1197-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-05-6419-1298,Parker Chomerics,1944-1197-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,10-05-6419-1298,Parker Chomerics,1944-1197-ND,adhesive,Adhesive,-,,,,,,empty,digikey
5999-01-129-4193,10-05-6419-1298,Parker Chomerics,1944-1197-ND,material,Material,Fluorosilicone Elastomer Ag/Al,,,,,FLUOROSILICONEELASTOMERAGAL,text,digikey
5999-01-129-4193,1201-FSA-0010,TE Kemtron,4535-1201-FSA-0010-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,1201-FSA-0010,TE Kemtron,4535-1201-FSA-0010-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,1201-FSA-0010,TE Kemtron,4535-1201-FSA-0010-ND,width,Width,"0.039"" (1.00mm)",,,,,0039100MM,text,digikey
5999-01-129-4193,1201-FSA-0010,TE Kemtron,4535-1201-FSA-0010-ND,length,Length,32.81' (10.00m),,,,,32811000M,text,digikey
5999-01-129-4193,1201-FSA-0010,TE Kemtron,4535-1201-FSA-0010-ND,height,Height,"0.039"" (1.00mm)",,,,,0039100MM,text,digikey
5999-01-129-4193,1201-FSA-0010,TE Kemtron,4535-1201-FSA-0010-ND,material,Material,Conductive Elastomer,,,,,CONDUCTIVEELASTOMER,text,digikey
5999-01-129-4193,1201-FSA-0010,TE Kemtron,4535-1201-FSA-0010-ND,plating,Plating,-,,,,,,empty,digikey
5999-01-129-4193,1201-FSA-0010,TE Kemtron,4535-1201-FSA-0010-ND,plating_thickness,Plating - Thickness,-,,,,,,empty,digikey
5999-01-129-4193,1201-FSA-0010,TE Kemtron,4535-1201-FSA-0010-ND,attachment_method,Attachment Method,-,,,,,,empty,digikey
5999-01-129-4193,1201-FSA-0010,TE Kemtron,4535-1201-FSA-0010-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,1201-FSA-0010,TE Kemtron,4535-1201-FSA-0010-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,1201-FSA-0016,TE Kemtron,4535-1201-FSA-0016-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,1201-FSA-0016,TE Kemtron,4535-1201-FSA-0016-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,1201-FSA-0016,TE Kemtron,4535-1201-FSA-0016-ND,width,Width,"0.063"" (1.60mm)",,,,,0063160MM,text,digikey
5999-01-129-4193,1201-FSA-0016,TE Kemtron,4535-1201-FSA-0016-ND,length,Length,32.81' (10.00m),,,,,32811000M,text,digikey
5999-01-129-4193,1201-FSA-0016,TE Kemtron,4535-1201-FSA-0016-ND,height,Height,"0.063"" (1.60mm)",,,,,0063160MM,text,digikey
5999-01-129-4193,1201-FSA-0016,TE Kemtron,4535-1201-FSA-0016-ND,material,Material,Conductive Elastomer,,,,,CONDUCTIVEELASTOMER,text,digikey
5999-01-129-4193,1201-FSA-0016,TE Kemtron,4535-1201-FSA-0016-ND,plating,Plating,-,,,,,,empty,digikey
5999-01-129-4193,1201-FSA-0016,TE Kemtron,4535-1201-FSA-0016-ND,plating_thickness,Plating - Thickness,-,,,,,,empty,digikey
5999-01-129-4193,1201-FSA-0016,TE Kemtron,4535-1201-FSA-0016-ND,attachment_method,Attachment Method,Adhesive,,,,,ADHESIVE,text,digikey
5999-01-129-4193,1201-FSA-0016,TE Kemtron,4535-1201-FSA-0016-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,1201-FSA-0016,TE Kemtron,4535-1201-FSA-0016-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,1201-FSA-0018,TE Kemtron,4535-1201-FSA-0018-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,1201-FSA-0018,TE Kemtron,4535-1201-FSA-0018-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,1201-FSA-0018,TE Kemtron,4535-1201-FSA-0018-ND,width,Width,"0.071"" (1.80mm)",,,,,0071180MM,text,digikey
5999-01-129-4193,1201-FSA-0018,TE Kemtron,4535-1201-FSA-0018-ND,length,Length,32.81' (10.00m),,,,,32811000M,text,digikey
5999-01-129-4193,1201-FSA-0018,TE Kemtron,4535-1201-FSA-0018-ND,height,Height,"0.071"" (1.80mm)",,,,,0071180MM,text,digikey
5999-01-129-4193,1201-FSA-0018,TE Kemtron,4535-1201-FSA-0018-ND,material,Material,Conductive Elastomer,,,,,CONDUCTIVEELASTOMER,text,digikey
5999-01-129-4193,1201-FSA-0018,TE Kemtron,4535-1201-FSA-0018-ND,plating,Plating,-,,,,,,empty,digikey
5999-01-129-4193,1201-FSA-0018,TE Kemtron,4535-1201-FSA-0018-ND,plating_thickness,Plating - Thickness,-,,,,,,empty,digikey
5999-01-129-4193,1201-FSA-0018,TE Kemtron,4535-1201-FSA-0018-ND,attachment_method,Attachment Method,Adhesive,,,,,ADHESIVE,text,digikey
5999-01-129-4193,1201-FSA-0018,TE Kemtron,4535-1201-FSA-0018-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,1201-FSA-0018,TE Kemtron,4535-1201-FSA-0018-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,1201-FSA-0020,TE Kemtron,4535-1201-FSA-0020-ND,type,Type,Gasket,,,,,GASKET,text,digikey
5999-01-129-4193,1201-FSA-0020,TE Kemtron,4535-1201-FSA-0020-ND,shape,Shape,Round,,,,,ROUND,text,digikey
5999-01-129-4193,1201-FSA-0020,TE Kemtron,4535-1201-FSA-0020-ND,width,Width,"0.079"" (2.00mm)",,,,,0079200MM,text,digikey
5999-01-129-4193,1201-FSA-0020,TE Kemtron,4535-1201-FSA-0020-ND,length,Length,32.81' (10.00m),,,,,32811000M,text,digikey
5999-01-129-4193,1201-FSA-0020,TE Kemtron,4535-1201-FSA-0020-ND,height,Height,"0.079"" (2.00mm)",,,,,0079200MM,text,digikey
5999-01-129-4193,1201-FSA-0020,TE Kemtron,4535-1201-FSA-0020-ND,material,Material,Conductive Elastomer,,,,,CONDUCTIVEELASTOMER,text,digikey
5999-01-129-4193,1201-FSA-0020,TE Kemtron,4535-1201-FSA-0020-ND,plating,Plating,-,,,,,,empty,digikey
5999-01-129-4193,1201-FSA-0020,TE Kemtron,4535-1201-FSA-0020-ND,plating_thickness,Plating - Thickness,-,,,,,,empty,digikey
5999-01-129-4193,1201-FSA-0020,TE Kemtron,4535-1201-FSA-0020-ND,attachment_method,Attachment Method,Adhesive,,,,,ADHESIVE,text,digikey
5999-01-129-4193,1201-FSA-0020,TE Kemtron,4535-1201-FSA-0020-ND,operating_temp_min,Operating Temperature,-55°C ~ 200°C,-55.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-129-4193,1201-FSA-0020,TE Kemtron,4535-1201-FSA-0020-ND,operating_temp_max,Operating Temperature,-55°C ~ 200°C,200.0,,,degC,-55°C ~ 200°C,number,digikey
5999-01-209-0658,110991327,"Seeed Technology Co., Ltd",1597-110991327-ND,type,Type,Top Mount Kit,,,,,TOPMOUNTKIT,text,digikey
5999-01-209-0658,110991327,"Seeed Technology Co., Ltd",1597-110991327-ND,package_cooled,Package Cooled,Raspberry Pi 4B,,,,,RASPBERRYPI4B,text,digikey
5999-01-209-0658,110991327,"Seeed Technology Co., Ltd",1597-110991327-ND,attachment_method,Attachment Method,Adhesive,,,,,ADHESIVE,text,digikey
5999-01-209-0658,110991327,"Seeed Technology Co., Ltd",1597-110991327-ND,shape,Shape,-,,,,,,empty,digikey
5999-01-209-0658,110991327,"Seeed Technology Co., Ltd",1597-110991327-ND,length,Length,-,,,,,,empty,digikey
