nsn,candidate_mpn,manufacturer,digikey_pn,attribute_name,raw_name,raw_value,value_num,value_min,value_max,uom,value_text,parse_status,source
5930-01-110-7093,664303LM,APEM Inc.,679-664303LM-ND,actuator_length,Actuator Length,17.50mm,17.5,,,mm,17.50mm,number,digikey
5930-01-110-7093,664303LM,APEM Inc.,679-664303LM-ND,illumination,Illumination,Non-Illuminated,,,,,NONILLUMINATED,text,digikey
5930-01-110-7093,664303LM,APEM Inc.,679-664303LM-ND,illumination_type_color,"Illumination Type, Color",-,,,,,,empty,digikey
5930-01-110-7093,664303LM,APEM Inc.,679-664303LM-ND,illumination_voltage_nominal,Illumination Voltage (Nominal),-,,,,,,empty,digikey
5930-01-110-7093,664303LM,APEM Inc.,679-664303LM-ND,terminal_type,Termination Style,Screw Terminal,,,,,SCREWTERMINAL,text,digikey
5930-01-110-7093,664303LM,APEM Inc.,679-664303LM-ND,panel_cutout_dimensions,Panel Cutout Dimensions,Circular - 12.20mm Dia,,,,,CIRCULAR1220MMDIA,text,digikey
5930-01-110-7093,664303LM,APEM Inc.,679-664303LM-ND,bushing_thread,Bushing Thread,15/32-32,,,,,153232,text,digikey
5930-01-110-7093,664303LM,APEM Inc.,679-664303LM-ND,ingress_protection,Ingress Protection,-,,,,,,empty,digikey
5930-01-110-7093,664303LM,APEM Inc.,679-664303LM-ND,features,Features,-,,,,,,empty,digikey
5930-01-110-7093,664303LM,APEM Inc.,679-664303LM-ND,operating_temp_min,Operating Temperature,-40°C ~ 85°C,-40.0,,,degC,-40°C ~ 85°C,number,digikey
5930-01-110-7093,664303LM,APEM Inc.,679-664303LM-ND,operating_temp_max,Operating Temperature,-40°C ~ 85°C,85.0,,,degC,-40°C ~ 85°C,number,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,mounting_type,Mounting Type,Panel Mount,,,,,PANELMOUNT,text,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,contact_configuration,Circuit,DPST,,,,,DPST,text,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,switch_function,Switch Function,On-Off,,,,,ONOFF,text,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,current_rating,Current Rating (Amps),"10A (AC), 15A (DC)",10.0,,,A,"10A (AC), 15A (DC)",number,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,voltage_rating_ac,Voltage Rating - AC,125 V,125.0,,,V,125 V,number,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,voltage_rating,Voltage Rating - DC,28 V,28.0,,,V,28 V,number,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,actuator_type,Actuator Type,Standard Round,,,,,STANDARDROUND,text,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,actuator_length,Actuator Length,17.50mm,17.5,,,mm,17.50mm,number,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,illumination,Illumination,Non-Illuminated,,,,,NONILLUMINATED,text,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,illumination_type_color,"Illumination Type, Color",-,,,,,,empty,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,illumination_voltage_nominal,Illumination Voltage (Nominal),-,,,,,,empty,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,terminal_type,Termination Style,Screw Terminal,,,,,SCREWTERMINAL,text,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,panel_cutout_dimensions,Panel Cutout Dimensions,Circular - 12.20mm Dia,,,,,CIRCULAR1220MMDIA,text,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,bushing_thread,Bushing Thread,15/32-32,,,,,153232,text,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,ingress_protection,Ingress Protection,"IP67 - Dust Tight, Waterproof",,,,,IP67DUSTTIGHTWATERPROOF,text,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,features,Features,-,,,,,,empty,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,operating_temp_min,Operating Temperature,-40°C ~ 85°C,-40.0,,,degC,-40°C ~ 85°C,number,digikey
5930-01-110-7093,CT41-001N022,APEM Inc.,679-CT41-001N022-ND,operating_temp_max,Operating Temperature,-40°C ~ 85°C,85.0,,,degC,-40°C ~ 85°C,number,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,mounting_type,Mounting Type,Panel Mount,,,,,PANELMOUNT,text,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,contact_configuration,Circuit,DPST,,,,,DPST,text,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,switch_function,Switch Function,On-Off,,,,,ONOFF,text,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,current_rating,Current Rating (Amps),"10A (AC), 15A (DC)",10.0,,,A,"10A (AC), 15A (DC)",number,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,voltage_rating_ac,Voltage Rating - AC,125 V,125.0,,,V,125 V,number,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,voltage_rating,Voltage Rating - DC,28 V,28.0,,,V,28 V,number,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,actuator_type,Actuator Type,Standard Round,,,,,STANDARDROUND,text,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,actuator_length,Actuator Length,17.50mm,17.5,,,mm,17.50mm,number,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,illumination,Illumination,Non-Illuminated,,,,,NONILLUMINATED,text,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,illumination_type_color,"Illumination Type, Color",-,,,,,,empty,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,illumination_voltage_nominal,Illumination Voltage (Nominal),-,,,,,,empty,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,terminal_type,Termination Style,"Solder, Quick Connect - 0.250"" (6.3mm)",,,,,SOLDERQUICKCONNECT0250,text,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,panel_cutout_dimensions,Panel Cutout Dimensions,Circular - 12.20mm Dia,,,,,CIRCULAR1220MMDIA,text,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,bushing_thread,Bushing Thread,15/32-32,,,,,153232,text,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,ingress_protection,Ingress Protection,"IP67 - Dust Tight, Waterproof",,,,,IP67DUSTTIGHTWATERPROOF,text,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,features,Features,-,,,,,,empty,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,operating_temp_min,Operating Temperature,-40°C ~ 85°C,-40.0,,,degC,-40°C ~ 85°C,number,digikey
5930-01-110-7093,CT41-021N022,APEM Inc.,679-CT41-021N022-ND,operating_temp_max,Operating Temperature,-40°C ~ 85°C,85.0,,,degC,-40°C ~ 85°C,number,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,mounting_type,Mounting Type,Panel Mount,,,,,PANELMOUNT,text,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,contact_configuration,Circuit,DPST,,,,,DPST,text,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,switch_function,Switch Function,On-Off,,,,,ONOFF,text,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,current_rating,Current Rating (Amps),"10A (AC), 15A (DC)",10.0,,,A,"10A (AC), 15A (DC)",number,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,voltage_rating_ac,Voltage Rating - AC,125 V,125.0,,,V,125 V,number,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,voltage_rating,Voltage Rating - DC,28 V,28.0,,,V,28 V,number,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,actuator_type,Actuator Type,Standard Round,,,,,STANDARDROUND,text,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,actuator_length,Actuator Length,17.50mm,17.5,,,mm,17.50mm,number,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,illumination,Illumination,Non-Illuminated,,,,,NONILLUMINATED,text,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,illumination_type_color,"Illumination Type, Color",-,,,,,,empty,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,illumination_voltage_nominal,Illumination Voltage (Nominal),-,,,,,,empty,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,terminal_type,Termination Style,Screw Terminal,,,,,SCREWTERMINAL,text,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,panel_cutout_dimensions,Panel Cutout Dimensions,Circular - 12.20mm Dia,,,,,CIRCULAR1220MMDIA,text,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,bushing_thread,Bushing Thread,15/32-32,,,,,153232,text,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,ingress_protection,Ingress Protection,"IP67 - Dust Tight, Waterproof",,,,,IP67DUSTTIGHTWATERPROOF,text,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,features,Features,Sealed - Fully,,,,,SEALEDFULLY,text,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,operating_temp_min,Operating Temperature,-40°C ~ 85°C,-40.0,,,degC,-40°C ~ 85°C,number,digikey
5930-01-110-7093,CT41001N000,APEM Inc.,679-3607-ND,operating_temp_max,Operating Temperature,-40°C ~ 85°C,85.0,,,degC,-40°C ~ 85°C,number,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,mounting_type,Mounting Type,Panel Mount,,,,,PANELMOUNT,text,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,contact_configuration,Circuit,DPST,,,,,DPST,text,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,switch_function,Switch Function,On-Off,,,,,ONOFF,text,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,current_rating,Current Rating (Amps),"10A (AC), 15A (DC)",10.0,,,A,"10A (AC), 15A (DC)",number,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,voltage_rating_ac,Voltage Rating - AC,125 V,125.0,,,V,125 V,number,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,voltage_rating,Voltage Rating - DC,28 V,28.0,,,V,28 V,number,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,actuator_type,Actuator Type,Standard Round,,,,,STANDARDROUND,text,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,actuator_length,Actuator Length,17.50mm,17.5,,,mm,17.50mm,number,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,illumination,Illumination,Non-Illuminated,,,,,NONILLUMINATED,text,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,illumination_type_color,"Illumination Type, Color",-,,,,,,empty,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,illumination_voltage_nominal,Illumination Voltage (Nominal),-,,,,,,empty,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,terminal_type,Termination Style,Screw Terminal,,,,,SCREWTERMINAL,text,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,panel_cutout_dimensions,Panel Cutout Dimensions,Circular - 12.20mm Dia,,,,,CIRCULAR1220MMDIA,text,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,bushing_thread,Bushing Thread,15/32-32,,,,,153232,text,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,ingress_protection,Ingress Protection,"IP67 - Dust Tight, Waterproof",,,,,IP67DUSTTIGHTWATERPROOF,text,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,features,Features,Sealed - Fully,,,,,SEALEDFULLY,text,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,operating_temp_min,Operating Temperature,-40°C ~ 85°C,-40.0,,,degC,-40°C ~ 85°C,number,digikey
5930-01-110-7093,CT41001N020,APEM Inc.,679-3608-ND,operating_temp_max,Operating Temperature,-40°C ~ 85°C,85.0,,,degC,-40°C ~ 85°C,number,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,mounting_type,Mounting Type,Panel Mount,,,,,PANELMOUNT,text,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,contact_configuration,Circuit,DPST,,,,,DPST,text,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,switch_function,Switch Function,On-Off,,,,,ONOFF,text,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,current_rating,Current Rating (Amps),"10A (AC), 15A (DC)",10.0,,,A,"10A (AC), 15A (DC)",number,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,voltage_rating_ac,Voltage Rating - AC,125 V,125.0,,,V,125 V,number,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,voltage_rating,Voltage Rating - DC,28 V,28.0,,,V,28 V,number,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,actuator_type,Actuator Type,Standard Round,,,,,STANDARDROUND,text,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,actuator_length,Actuator Length,17.50mm,17.5,,,mm,17.50mm,number,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,illumination,Illumination,Non-Illuminated,,,,,NONILLUMINATED,text,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,illumination_type_color,"Illumination Type, Color",-,,,,,,empty,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,illumination_voltage_nominal,Illumination Voltage (Nominal),-,,,,,,empty,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,terminal_type,Termination Style,"Solder, Quick Connect - 0.250"" (6.3mm)",,,,,SOLDERQUICKCONNECT0250,text,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,panel_cutout_dimensions,Panel Cutout Dimensions,Circular - 12.20mm Dia,,,,,CIRCULAR1220MMDIA,text,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,bushing_thread,Bushing Thread,15/32-32,,,,,153232,text,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,ingress_protection,Ingress Protection,"IP67 - Dust Tight, Waterproof",,,,,IP67DUSTTIGHTWATERPROOF,text,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,features,Features,Sealed - Fully,,,,,SEALEDFULLY,text,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,operating_temp_min,Operating Temperature,-40°C ~ 85°C,-40.0,,,degC,-40°C ~ 85°C,number,digikey
5930-01-110-7093,CT41021N000,APEM Inc.,679-3609-ND,operating_temp_max,Operating Temperature,-40°C ~ 85°C,85.0,,,degC,-40°C ~ 85°C,number,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,mounting_type,Mounting Type,Panel Mount,,,,,PANELMOUNT,text,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,contact_configuration,Circuit,DPST,,,,,DPST,text,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,switch_function,Switch Function,On-Off,,,,,ONOFF,text,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,current_rating,Current Rating (Amps),10A (AC/DC),10.0,,,A,10A (AC/DC),number,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,voltage_rating_ac,Voltage Rating - AC,250 V,250.0,,,V,250 V,number,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,voltage_rating,Voltage Rating - DC,28 V,28.0,,,V,28 V,number,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,actuator_type,Actuator Type,Standard Round,,,,,STANDARDROUND,text,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,actuator_length,Actuator Length,19.10mm,19.1,,,mm,19.10mm,number,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,illumination,Illumination,Non-Illuminated,,,,,NONILLUMINATED,text,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,illumination_type_color,"Illumination Type, Color",-,,,,,,empty,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,illumination_voltage_nominal,Illumination Voltage (Nominal),-,,,,,,empty,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,terminal_type,Termination Style,Screw Terminal,,,,,SCREWTERMINAL,text,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,panel_cutout_dimensions,Panel Cutout Dimensions,Circular - 12.00mm Dia,,,,,CIRCULAR1200MMDIA,text,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,bushing_thread,Bushing Thread,-,,,,,,empty,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,ingress_protection,Ingress Protection,-,,,,,,empty,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,features,Features,-,,,,,,empty,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,operating_temp_min,Operating Temperature,-20°C ~ 85°C,-20.0,,,degC,-20°C ~ 85°C,number,digikey
5930-01-110-7093,SX0784,Bulgin,SX0784-ND,operating_temp_max,Operating Temperature,-20°C ~ 85°C,85.0,,,degC,-20°C ~ 85°C,number,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,mounting_type,Mounting Type,Panel Mount,,,,,PANELMOUNT,text,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,contact_configuration,Circuit,DPST,,,,,DPST,text,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,switch_function,Switch Function,On-Off,,,,,ONOFF,text,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,current_rating,Current Rating (Amps),10A (AC/DC),10.0,,,A,10A (AC/DC),number,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,voltage_rating_ac,Voltage Rating - AC,125 V,125.0,,,V,125 V,number,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,voltage_rating,Voltage Rating - DC,30 V,30.0,,,V,30 V,number,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,actuator_type,Actuator Type,Standard Round,,,,,STANDARDROUND,text,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,actuator_length,Actuator Length,17.50mm,17.5,,,mm,17.50mm,number,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,illumination,Illumination,Non-Illuminated,,,,,NONILLUMINATED,text,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,illumination_type_color,"Illumination Type, Color",-,,,,,,empty,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,illumination_voltage_nominal,Illumination Voltage (Nominal),-,,,,,,empty,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,terminal_type,Termination Style,Wire Leads,,,,,WIRELEADS,text,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,panel_cutout_dimensions,Panel Cutout Dimensions,Circular - 12.50mm Dia,,,,,CIRCULAR1250MMDIA,text,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,bushing_thread,Bushing Thread,M12 x 1,,,,,M12X1,text,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,ingress_protection,Ingress Protection,"IP67 - Dust Tight, Waterproof",,,,,IP67DUSTTIGHTWATERPROOF,text,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,features,Features,Epoxy Sealed Terminals,,,,,EPOXYSEALEDTERMINALS,text,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,operating_temp_min,Operating Temperature,-30°C ~ 70°C,-30.0,,,degC,-30°C ~ 70°C,number,digikey
5930-01-110-7093,WT21L,NKK Switches,360-2938-ND,operating_temp_max,Operating Temperature,-30°C ~ 70°C,70.0,,,degC,-30°C ~ 70°C,number,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,mounting_type,Mounting Type,Panel Mount,,,,,PANELMOUNT,text,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,contact_configuration,Circuit,DPST,,,,,DPST,text,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,switch_function,Switch Function,On-Off,,,,,ONOFF,text,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,current_rating,Current Rating (Amps),10A (AC/DC),10.0,,,A,10A (AC/DC),number,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,voltage_rating_ac,Voltage Rating - AC,125 V,125.0,,,V,125 V,number,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,voltage_rating,Voltage Rating - DC,30 V,30.0,,,V,30 V,number,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,actuator_type,Actuator Type,Standard Round,,,,,STANDARDROUND,text,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,actuator_length,Actuator Length,17.50mm,17.5,,,mm,17.50mm,number,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,illumination,Illumination,Non-Illuminated,,,,,NONILLUMINATED,text,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,illumination_type_color,"Illumination Type, Color",-,,,,,,empty,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,illumination_voltage_nominal,Illumination Voltage (Nominal),-,,,,,,empty,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,terminal_type,Termination Style,Solder Lug,,,,,SOLDERLUG,text,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,panel_cutout_dimensions,Panel Cutout Dimensions,Circular - 12.50mm Dia,,,,,CIRCULAR1250MMDIA,text,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,bushing_thread,Bushing Thread,M12 x 1,,,,,M12X1,text,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,ingress_protection,Ingress Protection,"IP67 - Dust Tight, Waterproof",,,,,IP67DUSTTIGHTWATERPROOF,text,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,features,Features,Epoxy Sealed Terminals,,,,,EPOXYSEALEDTERMINALS,text,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,operating_temp_min,Operating Temperature,-30°C ~ 70°C,-30.0,,,degC,-30°C ~ 70°C,number,digikey
5930-01-110-7093,WT21S,NKK Switches,360-1957-ND,operating_temp_max,Operating Temperature,-30°C ~ 70°C,70.0,,,degC,-30°C ~ 70°C,number,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,mounting_type,Mounting Type,Panel Mount,,,,,PANELMOUNT,text,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,contact_configuration,Circuit,DPST,,,,,DPST,text,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,switch_function,Switch Function,On-Off,,,,,ONOFF,text,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,current_rating,Current Rating (Amps),10A (AC/DC),10.0,,,A,10A (AC/DC),number,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,voltage_rating_ac,Voltage Rating - AC,125 V,125.0,,,V,125 V,number,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,voltage_rating,Voltage Rating - DC,30 V,30.0,,,V,30 V,number,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,actuator_type,Actuator Type,Standard Round,,,,,STANDARDROUND,text,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,actuator_length,Actuator Length,17.50mm,17.5,,,mm,17.50mm,number,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,illumination,Illumination,Non-Illuminated,,,,,NONILLUMINATED,text,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,illumination_type_color,"Illumination Type, Color",-,,,,,,empty,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,illumination_voltage_nominal,Illumination Voltage (Nominal),-,,,,,,empty,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,terminal_type,Termination Style,Screw Terminal,,,,,SCREWTERMINAL,text,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,panel_cutout_dimensions,Panel Cutout Dimensions,Circular - 12.50mm Dia,,,,,CIRCULAR1250MMDIA,text,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,bushing_thread,Bushing Thread,M12 x 1,,,,,M12X1,text,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,ingress_protection,Ingress Protection,"IP67 - Dust Tight, Waterproof",,,,,IP67DUSTTIGHTWATERPROOF,text,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,features,Features,Epoxy Sealed Terminals,,,,,EPOXYSEALEDTERMINALS,text,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,operating_temp_min,Operating Temperature,-30°C ~ 70°C,-30.0,,,degC,-30°C ~ 70°C,number,digikey
5930-01-110-7093,WT21T,NKK Switches,360-1958-ND,operating_temp_max,Operating Temperature,-30°C ~ 70°C,70.0,,,degC,-30°C ~ 70°C,number,digikey
5930-01-110-7094,09-1-2-17,TE - Kissling,2585-09-1-2-17-ND,mounting_type,Mounting Type,Panel Mount,,,,,PANELMOUNT,text,digikey
5930-01-110-7094,09-1-2-17,TE - Kissling,2585-09-1-2-17-ND,contact_configuration,Circuit,SPDT,,,,,SPDT,text,digikey
5930-01-110-7094,09-1-2-17,TE - Kissling,2585-09-1-2-17-ND,switch_function,Switch Function,On-Off-On,,,,,ONOFFON,text,digikey
5930-01-110-7094,09-1-2-17,TE - Kissling,2585-09-1-2-17-ND,current_rating,Current Rating (Amps),"15A (AC), 10A (DC)",15.0,,,A,"15A (AC), 10A (DC)",number,digikey
5930-01-110-7094,09-1-2-17,TE - Kissling,2585-09-1-2-17-ND,voltage_rating_ac,Voltage Rating - AC,115 V,115.0,,,V,115 V,number,digikey
5930-01-110-7094,09-1-2-17,TE - Kissling,2585-09-1-2-17-ND,voltage_rating,Voltage Rating - DC,28 V,28.0,,,V,28 V,number,digikey
5930-01-110-7094,09-1-2-17,TE - Kissling,2585-09-1-2-17-ND,actuator_type,Actuator Type,Standard Round,,,,,STANDARDROUND,text,digikey
5930-01-110-7094,09-1-2-17,TE - Kissling,2585-09-1-2-17-ND,actuator_length,Actuator Length,-,,,,,,empty,digikey
5930-01-110-7094,09-1-2-17,TE - Kissling,2585-09-1-2-17-ND,illumination,Illumination,Non-Illuminated,,,,,NONILLUMINATED,text,digikey
5930-01-110-7094,09-1-2-17,TE - Kissling,2585-09-1-2-17-ND,illumination_type_color,"Illumination Type, Color",-,,,,,,empty,digikey
